Municípios;Código municipal;UF;habitantes por km²
Petrolina de Goiás;5216809;GO;18,05
Petrópolis;3303906;RJ;352,5
Piaçabuçu;2706802;AL;65,28
Piacatu;3537701;SP;23,74
Piancó;2511301;PB;28,49
Piatã;2924306;BA;11
Piau;3150109;MG;14,55
Picada Café;4314423;RS;63,49
Piçarra;1505635;PA;3,87
Picos;2208007;PI;143,93
Picuí;2511400;PB;27,46
Piedade;3537800;SP;70,92
Piedade de Caratinga;3150158;MG;78
Piedade de Ponte Nova;3150208;MG;47,48
Piedade do Rio Grande;3150307;MG;14,26
Piedade dos Gerais;3150406;MG;19,33
Piên;4119103;PR;53,59
Pilão Arcado;2924405;BA;3,05
Pilar;2511509;PB;119,17
Pilar;2706901;AL;136,24
Pilar de Goiás;5216908;GO;2,57
Pilar do Sul;3537909;SP;40,54
Pilões;2410009;RN;35,86
Pilões;2511608;PB;103,93
Pilõezinhos;2511707;PB;130,27
Pimenta;3150505;MG;20,64
Pimenta Bueno;1100189;RO;5,62
Pimenteiras;2208106;PI;2,49
Pimenteiras do Oeste;1101468;RO;0,36
Pindaí;2924504;BA;23,44
Pindamonhangaba;3538006;SP;226,19
Pindaré-Mirim;2108504;MA;117,15
Pindoba;2707008;AL;23,32
Pindobaçu;2924603;BA;38,49
Pindorama;3538105;SP;78,68
Pindorama do Tocantins;1717008;TO;2,87
Pindoretama;2310852;CE;315,95
Pingo-d'Água;3150539;MG;70,69
Pinhais;4119152;PR;2.086,76
Pinhal;4314456;RS;43,37
Pinhal da Serra;4314464;RS;5,13
Pinhal de São Bento;4119251;PR;28,33
Pinhal Grande;4314472;RS;7,96
Pinhalão;4119202;PR;29,76
Pinhalzinho;3538204;SP;98,52
Pinhalzinho;4212908;SC;170,69
Pinhão;2805208;SE;36,3
Pinhão;4119301;PR;14,93
Pinheiral;3303955;RJ;295,4
Pinheirinho do Vale;4314498;RS;43,08
Pinheiro;2108603;MA;55,93
Pinheiro Machado;4314506;RS;4,99
Pinheiro Preto;4213005;SC;56,92
Pinheiros;3204104;ES;24,58
Pintadas;2924652;BA;15,95
Pinto Bandeira;4314548;RS;25,98
Pintópolis;3150570;MG;5,77
Pio IX;2208205;PI;9,04
Pio XII;2108702;MA;40,15
Piquerobi;3538303;SP;6,76
Piquet Carneiro;2310902;CE;28,18
Piquete;3538501;SP;70,97
Piracaia;3538600;SP;67,51
Piracanjuba;5217104;GO;10,48
Piracema;3150604;MG;23,9
Piracicaba;3538709;SP;307,19
Piracuruca;2208304;PI;12,18
Piraí;3304003;RJ;56,04
Piraí do Norte;2924678;BA;56,73
Piraí do Sul;4119400;PR;17,58
Piraju;3538808;SP;58,34
Pirajuba;3150703;MG;16,38
Pirajuí;3538907;SP;27,23
Pirambu;2805307;SE;37,92
Piranga;3150802;MG;25,83
Pirangi;3539004;SP;50,44
Piranguçu;3150901;MG;29,67
Piranguinho;3151008;MG;73,08
Piranhas;2707107;AL;55,96
Piranhas;5217203;GO;5,73
Pirapemas;2108801;MA;25,72
Pirapetinga;3151107;MG;58,09
Pirapó;4314555;RS;7,69
Pirapora;3151206;MG;101,19
Pirapora do Bom Jesus;3539103;SP;169,33
Pirapozinho;3539202;SP;53,07
Piraquara;4119509;PR;522,94
Piraquê;1717206;TO;1,67
Pirassununga;3539301;SP;101,15
Piratini;4314605;RS;4,95
Piratininga;3539400;SP;37,54
Piratuba;4213104;SC;39,49
Piraúba;3151305;MG;80,46
Pirenópolis;5217302;GO;12,13
Pires do Rio;5217401;GO;30,04
Pires Ferreira;2310951;CE;43,38
Piripá;2924702;BA;17,88
Piripiri;2208403;PI;46,57
Piritiba;2924801;BA;17,92
Pirpirituba;2511806;PB;115,78
Pitanga;4119608;PR;20,18
Pitangueiras;3539509;SP;78,2
Pitangueiras;4119657;PR;24,72
Pitangui;3151404;MG;46,85
Pitimbu;2511905;PB;123,35
Pium;1717503;TO;0,71
Piúma;3204203;ES;301,16
Piumhi;3151503;MG;39,96
Placas;1505650;PA;2,6
Plácido de Castro;1200385;AC;8,48
Planaltina;5217609;GO;41,04
Planaltina do Paraná;4119707;PR;11,43
Planaltino;2924900;BA;8,4
Planalto;2925006;BA;30,34
Planalto;3539608;SP;15,14
Planalto;4119806;PR;41,51
Planalto;4314704;RS;45,53
Planalto Alegre;4213153;SC;46,69
Planalto da Serra;5106455;MT;1,3
Planura;3151602;MG;35,1
Platina;3539707;SP;9,24
Poá;3539806;SP;6.010,48
Poção;2611200;PE;51,19
Poção de Pedras;2108900;MA;17,33
Pocinhos;2512002;PB;28
Poço Branco;2410108;RN;53,78
Poço Dantas;2512036;PB;39,18
Poço das Antas;4314753;RS;32,11
Poço das Trincheiras;2707206;AL;44,04
Poço de José de Moura;2512077;PB;42,33
Poço Fundo;3151701;MG;34,56
Poço Redondo;2805406;SE;27,4
Poço Verde;2805505;SE;49,38
Poções;2925105;BA;51,49
Poconé;5106505;MT;1,82
Poços de Caldas;3151800;MG;299,37
Pocrane;3151909;MG;12,08
Pojuca;2925204;BA;102,04
Poloni;3539905;SP;41,39
Pombal;2512101;PB;36,32
Pombos;2611309;PE;114,88
Pomerode;4213203;SC;160,01
Pompéia;3540002;SP;25,74
Pompéu;3152006;MG;12,17
Pongaí;3540101;SP;18,51
Ponta de Pedras;1505700;PA;7,43
Ponta Grossa;4119905;PR;174,41
Ponta Porã;5006606;MS;17,17
Pontal;3540200;SP;105,53
Pontal do Araguaia;5106653;MT;2,53
Pontal do Paraná;4119954;PR;151,81
Pontalina;5217708;GO;12,77
Pontalinda;3540259;SP;19,7
Pontão;4314779;RS;6,56
Ponte Alta;4213302;SC;7,71
Ponte Alta do Bom Jesus;1717800;TO;2,46
Ponte Alta do Norte;4213351;SC;8,09
Ponte Alta do Tocantins;1717909;TO;1,16
Ponte Branca;5106703;MT;2,86
Ponte Nova;3152105;MG;122,76
Ponte Preta;4314787;RS;15,83
Ponte Serrada;4213401;SC;18,99
Pontes e Lacerda;5106752;MT;6,09
Pontes Gestal;3540309;SP;10,97
Ponto Belo;3204252;ES;18,04
Ponto Chique;3152131;MG;6,22
Ponto dos Volantes;3152170;MG;8,98
Ponto Novo;2925253;BA;33,84
Populina;3540408;SP;13,06
Poranga;2311009;CE;9,2
Porangaba;3540507;SP;39,34
Porangatu;5218003;GO;9,18
Porciúncula;3304102;RJ;59,24
Porecatu;4120002;PR;39,85
Portalegre;2410207;RN;69,07
Portão;4314803;RS;213,88
Porteirão;5218052;GO;6,71
Porteiras;2311108;CE;75,82
Porteirinha;3152204;MG;21,4
Portel;1505809;PA;2,46
Portelândia;5218102;GO;5,93
Porto;2208502;PI;47,62
Porto Acre;1200807;AC;6,41
Porto Alegre;4314902;RS;2.690,5
Porto Alegre do Norte;5106778;MT;3,05
Porto Alegre do Piauí;2208551;PI;2,02
Porto Alegre do Tocantins;1718006;TO;5,66
Porto Amazonas;4120101;PR;21,96
Porto Barreiro;4120150;PR;8,61
Porto Belo;4213500;SC;295,58
Porto Calvo;2707305;AL;76,85
Porto da Folha;2805604;SE;30,27
Porto de Moz;1505908;PA;2,33
Porto de Pedras;2707404;AL;36,15
Porto do Mangue;2410256;RN;14,47
Porto dos Gaúchos;5106802;MT;0,82
Porto Esperidião;5106828;MT;1,75
Porto Estrela;5106851;MT;1,58
Porto Feliz;3540606;SP;101,48
Porto Ferreira;3540705;SP;214,98
Porto Firme;3152303;MG;37,11
Porto Franco;2109007;MA;16,83
Porto Grande;1600535;AP;4,03
Porto Lucena;4315008;RS;17,38
Porto Mauá;4315057;RS;20,24
Porto Murtinho;5006903;MS;0,73
Porto Nacional;1718204;TO;14,53
Porto Real;3304110;RJ;400,32
Porto Real do Colégio;2707503;AL;85,15
Porto Rico;4120200;PR;14,62
Porto Rico do Maranhão;2109056;MA;24,3
Porto Seguro;2925303;BA;73,64
Porto União;4213609;SC;38,84
Porto Velho;1100205;RO;13,51
Porto Vera Cruz;4315073;RS;13,65
Porto Vitória;4120309;PR;16,72
Porto Walter;1200393;AC;1,67
Porto Xavier;4315107;RS;35,3
Posse;5218300;GO;16,81
Poté;3152402;MG;21,86
Potengi;2311207;CE;25,73
Potim;3540754;SP;456,78
Potiraguá;2925402;BA;9,24
Potirendaba;3540804;SP;54
Potiretama;2311231;CE;14,6
Pouso Alegre;3152501;MG;280,43
Pouso Alto;3152600;MG;24,96
Pouso Novo;4315131;RS;16,51
Pouso Redondo;4213708;SC;48,03
Poxoréu;5107008;MT;3,37
Pracinha;3540853;SP;40,89
Pracuúba;1600550;AP;0,77
Prado;2925501;BA;20,69
Prado Ferreira;4120333;PR;24,26
Pradópolis;3540903;SP;102,03
Prados;3152709;MG;34,26
Praia Grande;3541000;SP;2.338,32
Praia Grande;4213807;SC;29,08
Praia Norte;1718303;TO;30,05
Prainha;1506005;PA;2,41
Pranchita;4120358;PR;25,37
Prata;2512200;PB;19,4
Prata;3152808;MG;5,85
Prata do Piauí;2208601;PI;15,46
Pratânia;3541059;SP;29,27
Pratápolis;3152907;MG;39
Pratinha;3153004;MG;5,72
Presidente Alves;3541109;SP;13,27
Presidente Bernardes;3153103;MG;20,48
Presidente Bernardes;3541208;SP;19,34
Presidente Castello Branco;4213906;SC;25,81
Presidente Castelo Branco;4120408;PR;27,84
Presidente Dutra;2109106;MA;58,52
Presidente Dutra;2925600;BA;65,2
Presidente Epitácio;3541307;SP;31,35
Presidente Figueiredo;1303536;AM;1,2
Presidente Getúlio;4214003;SC;67,34
Presidente Jânio Quadros;2925709;BA;10,44
Presidente Juscelino;2109205;MA;31,94
Presidente Juscelino;3153202;MG;4,98
Presidente Kennedy;1718402;TO;3,95
Presidente Kennedy;3204302;ES;23,02
Presidente Kubitschek;3153301;MG;16,23
Presidente Lucena;4315149;RS;62
Presidente Médici;1100254;RO;10,99
Presidente Médici;2109239;MA;10,73
Presidente Nereu;4214102;SC;10,24
Presidente Olegário;3153400;MG;5,36
Presidente Prudente;3541406;SP;402,52
Presidente Sarney;2109270;MA;24,11
Presidente Tancredo Neves;2925758;BA;62,77
Presidente Vargas;2109304;MA;22,93
Presidente Venceslau;3541505;SP;46,61
Primavera;1506104;PA;41,96
Primavera;2611408;PE;122,31
Primavera de Rondônia;1101476;RO;5,08
Primavera do Leste;5107040;MT;15,56
Primeira Cruz;2109403;MA;10,18
Primeiro de Maio;4120507;PR;24,33
Princesa;4214151;SC;34,63
Princesa Isabel;2512309;PB;57,29
Professor Jamil;5218391;GO;10,24
Progresso;4315156;RS;20,86
Promissão;3541604;SP;45,09
Propriá;2805703;SE;276,35
Protásio Alves;4315172;RS;11,77
Prudente de Morais;3153608;MG;92,33
Prudentópolis;4120606;PR;21,98
Pugmil;1718451;TO;5,47
Pureza;2410405;RN;18,56
Putinga;4315206;RS;17,33
Puxinanã;2512408;PB;200,75
Quadra;3541653;SP;16,56
Quaraí;4315305;RS;7,48
Quartel Geral;3153707;MG;5,71
Quarto Centenário;4120655;PR;13,05
Quatá;3541703;SP;20,21
Quatiguá;4120705;PR;71,87
Quatipuru;1506112;PA;38,04
Quatis;3304128;RJ;48,04
Quatro Barras;4120804;PR;134,04
Quatro Irmãos;4315313;RS;5,77
Quatro Pontes;4120853;PR;39,16
Quebrangulo;2707602;AL;34,64
Quedas do Iguaçu;4120903;PR;37,42
Queimada Nova;2208650;PI;6,81
Queimadas;2512507;PB;118,33
Queimadas;2925808;BA;12,92
Queimados;3304144;RJ;1.850,76
Queiroz;3541802;SP;13,9
Queluz;3541901;SP;36,72
Queluzito;3153806;MG;11,53
Querência;5107065;MT;1,5
Querência do Norte;4121000;PR;11,68
Quevedos;4315321;RS;4,61
Quijingue;2925907;BA;18,3
Quilombo;4214201;SC;39,51
Quinta do Sol;4121109;PR;15,33
Quintana;3542008;SP;22,07
Quinze de Novembro;4315354;RS;17,53
Quipapá;2611507;PE;77,74
Quirinópolis;5218508;GO;12,8
Quissamã;3304151;RJ;31,12
Quitandinha;4121208;PR;41,16
Quiterianópolis;2311264;CE;19,4
Quixaba;2512606;PB;11,84
Quixaba;2611533;PE;31,11
Quixabeira;2925931;BA;25,82
Quixadá;2311306;CE;41,66
Quixelô;2311355;CE;26,28
Quixeramobim;2311405;CE;24,71
Quixeré;2311504;CE;34,05
Rafael Fernandes;2410504;RN;69,44
Rafael Godeiro;2410603;RN;29,32
Rafael Jambeiro;2925956;BA;18,03
Rafard;3542107;SP;73,7
Ramilândia;4121257;PR;17,8
Rancharia;3542206;SP;18,01
Rancho Alegre;4121307;PR;20,95
Rancho Alegre D'Oeste;4121356;PR;10,85
Rancho Queimado;4214300;SC;11,45
Raposa;2109452;MA;389,32
Raposos;3153905;MG;225,38
Raul Soares;3154002;MG;30,68
Realeza;4121406;PR;54,46
Rebouças;4121505;PR;30,12
Recife;2611606;PE;6.803,6
Recreio;3154101;MG;46,98
Recursolândia;1718501;TO;1,54
Redenção;1506138;PA;22,39
Redenção;2311603;CE;109,74
Redenção da Serra;3542305;SP;14,52
Redenção do Gurguéia;2208700;PI;3,4
Redentora;4315404;RS;32,06
Reduto;3154150;MG;51,68
Regeneração;2208809;PI;13,69
Regente Feijó;3542404;SP;76,52
Reginópolis;3542503;SP;18,67
Registro;3542602;SP;83,01
Relvado;4315453;RS;16,6
Remanso;2926004;BA;8,87
Remígio;2512705;PB;97,49
Renascença;4121604;PR;16,1
Reriutaba;2311702;CE;49,89
Resende;3304201;RJ;117,9
Resende Costa;3154200;MG;18,16
Reserva;4121703;PR;15,02
Reserva do Cabaçal;5107156;MT;1,59
Reserva do Iguaçu;4121752;PR;7,86
Resplendor;3154309;MG;15,92
Ressaquinha;3154408;MG;24,84
Restinga;3542701;SP;26,06
Restinga Sêca;4315503;RS;15,42
Retirolândia;2926103;BA;56,33
Riachão;2109502;MA;3,46
Riachão;2512747;PB;34,32
Riachão das Neves;2926202;BA;3,62
Riachão do Bacamarte;2512754;PB;116,43
Riachão do Dantas;2805802;SE;34,51
Riachão do Jacuípe;2926301;BA;28,9
Riachão do Poço;2512762;PB;117,1
Riachinho;1718550;TO;7,73
Riachinho;3154457;MG;3,99
Riacho da Cruz;2410702;RN;21,23
Riacho das Almas;2611705;PE;65,73
Riacho de Santana;2410801;RN;32,22
Riacho de Santana;2926400;BA;9,65
Riacho de Santo Antônio;2512788;PB;20,87
Riacho dos Cavalos;2512804;PB;32,35
Riacho dos Machados;3154507;MG;6,66
Riacho Frio;2208858;PI;1,88
Riachuelo;2410900;RN;28,11
Riachuelo;2805901;SE;111,71
Rialma;5218607;GO;45,34
Rianápolis;5218706;GO;25,29
Ribamar Fiquene;2109551;MA;10,12
Ribas do Rio Pardo;5007109;MS;1,34
Ribeira;3542800;SP;9,33
Ribeira do Amparo;2926509;BA;21,48
Ribeira do Piauí;2208874;PI;4,01
Ribeira do Pombal;2926608;BA;43,13
Ribeirão;2611804;PE;115,71
Ribeirão Bonito;3542909;SP;23,3
Ribeirão Branco;3543006;SP;26,71
Ribeirão Cascalheira;5107180;MT;0,89
Ribeirão Claro;4121802;PR;19,65
Ribeirão Corrente;3543105;SP;31,07
Ribeirão das Neves;3154606;MG;2.126,26
Ribeirão do Largo;2926657;BA;7,14
Ribeirão do Pinhal;4121901;PR;34,85
Ribeirão do Sul;3543204;SP;23,02
Ribeirão dos Índios;3543238;SP;10,31
Ribeirão Grande;3543253;SP;22,35
Ribeirão Pires;3543303;SP;1.167,59
Ribeirão Preto;3543402;SP;1.073,32
Ribeirão Vermelho;3154705;MG;82,84
Ribeirãozinho;5107198;MT;4,15
Ribeiro Gonçalves;2208908;PI;1,55
Ribeirópolis;2806008;SE;65,75
Rifaina;3543600;SP;24,92
Rincão;3543709;SP;28,73
Rinópolis;3543808;SP;25,83
Rio Acima;3154804;MG;44,93
Rio Azul;4122008;PR;23,41
Rio Bananal;3204351;ES;30,03
Rio Bom;4122107;PR;17,98
Rio Bonito;3304300;RJ;122,48
Rio Bonito do Iguaçu;4122156;PR;20,44
Rio Branco;1200401;AC;41,28
Rio Branco;5107206;MT;8,41
Rio Branco do Ivaí;4122172;PR;10,12
Rio Branco do Sul;4122206;PR;46,29
Rio Brilhante;5007208;MS;9,44
Rio Casca;3154903;MG;33,27
Rio Claro;3304409;RJ;20,55
Rio Claro;3543907;SP;404,11
Rio Crespo;1100262;RO;2,02
Rio da Conceição;1718659;TO;2,09
Rio das Antas;4214409;SC;19,86
Rio das Flores;3304508;RJ;18,7
Rio das Ostras;3304524;RJ;686,23
Rio das Pedras;3544004;SP;138,22
Rio de Contas;2926707;BA;11,82
Rio de Janeiro;3304557;RJ;5.174,6
Rio do Antônio;2926806;BA;16,9
Rio do Campo;4214508;SC;12,85
Rio do Fogo;2408953;RN;68,51
Rio do Oeste;4214607;SC;31,61
Rio do Pires;2926905;BA;16
Rio do Prado;3155108;MG;9,67
Rio do Sul;4214805;SC;278,31
Rio Doce;3155009;MG;22,16
Rio dos Bois;1718709;TO;3,23
Rio dos Cedros;4214706;SC;19,56
Rio dos Índios;4315552;RS;12,02
Rio Espera;3155207;MG;22,75
Rio Formoso;2611903;PE;87,97
Rio Fortuna;4214904;SC;16,03
Rio Grande;4315602;RS;71,53
Rio Grande da Serra;3544103;SP;1.215,43
Rio Grande do Piauí;2209005;PI;9,12
Rio Largo;2707701;AL;319,68
Rio Manso;3155306;MG;24,05
Rio Maria;1506161;PA;4,47
Rio Negrinho;4215000;SC;43,27
Rio Negro;4122305;PR;51,85
Rio Negro;5007307;MS;2,65
Rio Novo;3155405;MG;40,7
Rio Novo do Sul;3204401;ES;54,14
Rio Paranaíba;3155504;MG;10,75
Rio Pardo;4315701;RS;16,9
Rio Pardo de Minas;3155603;MG;9,07
Rio Piracicaba;3155702;MG;39,22
Rio Pomba;3155801;MG;69,1
Rio Preto;3155900;MG;14,77
Rio Preto da Eva;1303569;AM;4,29
Rio Quente;5218789;GO;15,79
Rio Real;2927002;BA;47,8
Rio Rufino;4215059;SC;8,48
Rio Sono;1718758;TO;0,76
Rio Tinto;2512903;PB;52,84
Rio Verde;5218805;GO;26,95
Rio Verde de Mato Grosso;5007406;MS;2,42
Rio Vermelho;3156007;MG;12,81
Riolândia;3544202;SP;16,31
Riozinho;4315750;RS;18,71
Riqueza;4215075;SC;24,96
Ritápolis;3156106;MG;12,34
Riversul;3543501;SP;14,51
Roca Sales;4315800;RS;50,06
Rochedo;5007505;MS;3,97
Rochedo de Minas;3156205;MG;28,85
Rodeio;4215109;SC;98,89
Rodeio Bonito;4315909;RS;79,9
Rodeiro;3156304;MG;119,22
Rodelas;2927101;BA;4,67
Rodolfo Fernandes;2411007;RN;27,4
Rodrigues Alves;1200427;AC;4,86
Rolador;4315958;RS;7,76
Rolândia;4122404;PR;156,14
Rolante;4316006;RS;71,78
Rolim de Moura;1100288;RO;38,69
Romaria;3156403;MG;8,31
Romelândia;4215208;SC;21,6
Roncador;4122503;PR;15,16
Ronda Alta;4316105;RS;23,35
Rondinha;4316204;RS;19,77
Rondolândia;5107578;MT;0,28
Rondon;4122602;PR;16,39
Rondon do Pará;1506187;PA;6,44
Rondonópolis;5107602;MT;50,77
Roque Gonzales;4316303;RS;18,84
Rorainópolis;1400472;RR;0,97
Rosana;3544251;SP;23,44
Rosário;2109601;MA;59,38
Rosário da Limeira;3156452;MG;42,59
Rosário do Catete;2806107;SE;90,52
Rosário do Ivaí;4122651;PR;14,4
Rosário do Sul;4316402;RS;8,43
Rosário Oeste;5107701;MT;2,11
Roseira;3544301;SP;83,42
Roteiro;2707800;AL;50,21
Rubelita;3156502;MG;5,11
Rubiácea;3544400;SP;11,42
Rubiataba;5218904;GO;26,36
Rubim;3156601;MG;10,67
Rubinéia;3544509;SP;15,78
Rurópolis;1506195;PA;5,09
Russas;2311801;CE;45,27
Ruy Barbosa;2411106;RN;25,48
Ruy Barbosa;2927200;BA;14,2
Sabará;3156700;MG;427,77
Sabáudia;4122701;PR;46,35
Sabino;3544608;SP;16,75
Sabinópolis;3156809;MG;15,48
Saboeiro;2311900;CE;10,03
Sacramento;3156908;MG;8,68
Sagrada Família;4316428;RS;31,84
Sagres;3544707;SP;16,72
Sairé;2612000;PE;57,16
Saldanha Marinho;4316436;RS;11,62
Sales;3544806;SP;20,86
Sales Oliveira;3544905;SP;37,32
Salesópolis;3545001;SP;35,77
Salete;4215307;SC;42,1
Salgadinho;2513000;PB;18,74
Salgadinho;2612109;PE;65,66
Salgado;2806206;SE;81,91
Salgado de São Félix;2513109;PB;56,38
Salgado Filho;4122800;PR;22,51
Salgueiro;2612208;PE;37,16
Salinas;3157005;MG;21,58
Salinas da Margarida;2927309;BA;99,54
Salinópolis;1506203;PA;198
Salitre;2311959;CE;20,63
Salmourão;3545100;SP;27,8
Saloá;2612307;PE;55
Saltinho;3545159;SP;81,82
Saltinho;4215356;SC;23,2
Salto;3545209;SP;1.009,48
Salto da Divisa;3157104;MG;6,51
Salto de Pirapora;3545308;SP;156,01
Salto do Céu;5107750;MT;2,1
Salto do Itararé;4122909;PR;25,89
Salto do Jacuí;4316451;RS;20,1
Salto do Lontra;4123006;PR;48,68
Salto Grande;3545407;SP;48,03
Salto Veloso;4215406;SC;42
Salvador;2927408;BA;3.486,49
Salvador das Missões;4316477;RS;30,51
Salvador do Sul;4316501;RS;69,38
Salvaterra;1506302;PA;26,27
Sambaíba;2109700;MA;2,25
Sampaio;1718808;TO;18,95
Sananduva;4316600;RS;32,51
Sanclerlândia;5219001;GO;15,54
Sandolândia;1718840;TO;1,05
Sandovalina;3545506;SP;8
Sangão;4215455;SC;155,23
Sanharó;2612406;PE;69,48
Sant'Ana do Livramento;4317103;RS;12,15
Santa Adélia;3545605;SP;42,44
Santa Albertina;3545704;SP;23,44
Santa Amélia;4123105;PR;43,49
Santa Bárbara;2927507;BA;60,38
Santa Bárbara;3157203;MG;44,51
Santa Bárbara d'Oeste;3545803;SP;676,48
Santa Bárbara de Goiás;5219100;GO;43,62
Santa Bárbara do Leste;3157252;MG;78,75
Santa Bárbara do Monte Verde;3157278;MG;7,41
Santa Bárbara do Pará;1506351;PA;75,81
Santa Bárbara do Sul;4316709;RS;8,32
Santa Bárbara do Tugúrio;3157302;MG;21,63
Santa Branca;3546009;SP;51,33
Santa Brígida;2927606;BA;16,01
Santa Carmem;5107248;MT;1,41
Santa Cecília;2513158;PB;35,25
Santa Cecília;4215505;SC;13,57
Santa Cecília do Pavão;4123204;PR;32,02
Santa Cecília do Sul;4316733;RS;8,37
Santa Clara d'Oeste;3546108;SP;14,16
Santa Clara do Sul;4316758;RS;79,67
Santa Cruz;2411205;RN;59,76
Santa Cruz;2513208;PB;27,32
Santa Cruz;2612455;PE;11,11
Santa Cruz Cabrália;2927705;BA;19,95
Santa Cruz da Baixa Verde;2612471;PE;100,64
Santa Cruz da Conceição;3546207;SP;28,49
Santa Cruz da Esperança;3546256;SP;14,29
Santa Cruz da Vitória;2927804;BA;16,48
Santa Cruz das Palmeiras;3546306;SP;97,73
Santa Cruz de Goiás;5219209;GO;2,71
Santa Cruz de Minas;3157336;MG;2.274,61
Santa Cruz de Monte Castelo;4123303;PR;19,49
Santa Cruz de Salinas;3157377;MG;6,63
Santa Cruz do Arari;1506401;PA;6,91
Santa Cruz do Capibaribe;2612505;PE;293,03
Santa Cruz do Escalvado;3157401;MG;18,06
Santa Cruz do Piauí;2209104;PI;10,01
Santa Cruz do Rio Pardo;3546405;SP;41,66
Santa Cruz do Sul;4316808;RS;181,54
Santa Cruz do Xingu;5107743;MT;0,47
Santa Cruz dos Milagres;2209153;PI;3,51
Santa Efigênia de Minas;3157500;MG;30,61
Santa Ernestina;3546504;SP;45,51
Santa Fé;4123402;PR;41,19
Santa Fé de Goiás;5219258;GO;4,25
Santa Fé de Minas;3157609;MG;1,21
Santa Fé do Araguaia;1718865;TO;4,32
Santa Fé do Sul;3546603;SP;168,46
Santa Filomena;2209203;PI;1,15
Santa Filomena;2612554;PE;12,04
Santa Filomena do Maranhão;2109759;MA;10,75
Santa Gertrudes;3546702;SP;240,22
Santa Helena;2109809;MA;18,97
Santa Helena;2513307;PB;27,78
Santa Helena;4123501;PR;33,78
Santa Helena;4215554;SC;29,94
Santa Helena de Goiás;5219308;GO;33,7
Santa Helena de Minas;3157658;MG;21,48
Santa Inês;2109908;MA;108,07
Santa Inês;2513356;PB;9,85
Santa Inês;2927903;BA;27,16
Santa Inês;4123600;PR;11,14
Santa Isabel;3546801;SP;146,35
Santa Isabel;5219357;GO;4,35
Santa Isabel do Ivaí;4123709;PR;25,5
Santa Isabel do Rio Negro;1303601;AM;0,23
Santa Izabel do Oeste;4123808;PR;43,81
Santa Izabel do Pará;1506500;PA;101,75
Santa Juliana;3157708;MG;21,74
Santa Leopoldina;3204500;ES;18,25
Santa Lúcia;3546900;SP;46,46
Santa Lúcia;4123824;PR;28,74
Santa Luz;2209302;PI;4,5
Santa Luzia;2110005;MA;11,92
Santa Luzia;2513406;PB;33,94
Santa Luzia;2928059;BA;16,85
Santa Luzia;3157807;MG;931,66
Santa Luzia D'Oeste;1100296;RO;6,19
Santa Luzia do Itanhy;2806305;SE;41,86
Santa Luzia do Norte;2707909;AL;239,77
Santa Luzia do Pará;1506559;PA;15,13
Santa Luzia do Paruá;2110039;MA;24,05
Santa Margarida;3157906;MG;64,11
Santa Margarida do Sul;4316972;RS;2,72
Santa Maria;2409332;RN;22,07
Santa Maria;4316907;RS;152,64
Santa Maria da Boa Vista;2612604;PE;13,52
Santa Maria da Serra;3547007;SP;20,75
Santa Maria da Vitória;2928109;BA;19,45
Santa Maria das Barreiras;1506583;PA;1,6
Santa Maria de Itabira;3158003;MG;17,55
Santa Maria de Jetibá;3204559;ES;56,63
Santa Maria do Cambucá;2612703;PE;152,07
Santa Maria do Herval;4316956;RS;45,14
Santa Maria do Oeste;4123857;PR;11,87
Santa Maria do Pará;1506609;PA;53,8
Santa Maria do Salto;3158102;MG;10,79
Santa Maria do Suaçuí;3158201;MG;20,49
Santa Maria do Tocantins;1718881;TO;1,9
Santa Maria Madalena;3304607;RJ;12,62
Santa Mariana;4123907;PR;25,9
Santa Mercedes;3547106;SP;17,73
Santa Mônica;4123956;PR;12,91
Santa Quitéria;2312205;CE;9,43
Santa Quitéria do Maranhão;2110104;MA;16,75
Santa Rita;2110203;MA;48,94
Santa Rita;2513703;PB;208,62
Santa Rita d'Oeste;3547403;SP;13,03
Santa Rita de Caldas;3159209;MG;16,82
Santa Rita de Cássia;2928406;BA;4,54
Santa Rita de Ibitipoca;3159407;MG;10,18
Santa Rita de Jacutinga;3159308;MG;11,3
Santa Rita de Minas;3159357;MG;99,38
Santa Rita do Araguaia;5219407;GO;4,36
Santa Rita do Itueto;3159506;MG;12,01
Santa Rita do Novo Destino;5219456;GO;2,77
Santa Rita do Pardo;5007554;MS;1,14
Santa Rita do Passa Quatro;3547502;SP;32,93
Santa Rita do Sapucaí;3159605;MG;115,12
Santa Rita do Tocantins;1718899;TO;0,68
Santa Rita do Trivelato;5107768;MT;0,69
Santa Rosa;4317202;RS;157,27
Santa Rosa da Serra;3159704;MG;11,89
Santa Rosa de Goiás;5219506;GO;16,94
Santa Rosa de Lima;2806503;SE;58,18
Santa Rosa de Lima;4215604;SC;10,27
Santa Rosa de Viterbo;3547601;SP;81,13
Santa Rosa do Piauí;2209377;PI;13,74
Santa Rosa do Purus;1200435;AC;1,09
Santa Rosa do Sul;4215653;SC;65,15
Santa Rosa do Tocantins;1718907;TO;2,58
Santa Salete;3547650;SP;20,77
Santa Teresa;3204609;ES;33,39
Santa Teresinha;2513802;PB;12,25
Santa Tereza;4317251;RS;20,43
Santa Tereza de Goiás;5219605;GO;4,17
Santa Tereza do Oeste;4124020;PR;40,39
Santa Tereza do Tocantins;1719004;TO;5,15
Santa Terezinha;2612802;PE;51,14
