Municípios;Código municipal;UF;homens para cada 100 mulheres
Santa Terezinha do Progresso;4215687;SC;106,08
Santa Terezinha do Tocantins;1720002;TO;103,38
Santa Vitória;3159803;MG;100,79
Santa Vitória do Palmar;4317301;RS;97,73
Santaluz;2928000;BA;97,54
Santana;1600600;AP;99,04
Santana;2928208;BA;103,38
Santana da Boa Vista;4317004;RS;101,84
Santana da Ponte Pensa;3547205;SP;99,28
Santana da Vargem;3158300;MG;98,02
Santana de Cataguases;3158409;MG;102,85
Santana de Mangueira;2513505;PB;101,2
Santana de Parnaíba;3547304;SP;94,05
Santana de Pirapama;3158508;MG;106,28
Santana do Acaraú;2312007;CE;103
Santana do Araguaia;1506708;PA;105,93
Santana do Cariri;2312106;CE;101,07
Santana do Deserto;3158607;MG;98,99
Santana do Garambéu;3158706;MG;101,6
Santana do Ipanema;2708006;AL;93,56
Santana do Itararé;4124004;PR;101,68
Santana do Jacaré;3158805;MG;102,3
Santana do Manhuaçu;3158904;MG;104,9
Santana do Maranhão;2110237;MA;100,93
Santana do Matos;2411403;RN;100,03
Santana do Mundaú;2708105;AL;98,75
Santana do Paraíso;3158953;MG;97,57
Santana do Piauí;2209351;PI;96,43
Santana do Riacho;3159001;MG;101,1
Santana do São Francisco;2806404;SE;98,11
Santana do Seridó;2411429;RN;100,74
Santana dos Garrotes;2513604;PB;94,46
Santana dos Montes;3159100;MG;106,24
Santanópolis;2928307;BA;90,26
Santarém;1506807;PA;96,58
Santarém Novo;1506906;PA;110,1
Santiago;4317400;RS;92,48
Santiago do Sul;4215695;SC;97,02
Santo Afonso;5107263;MT;106,14
Santo Amaro;2928604;BA;89
Santo Amaro da Imperatriz;4215703;SC;97,78
Santo Amaro das Brotas;2806602;SE;95,08
Santo Amaro do Maranhão;2110278;MA;104,56
Santo Anastácio;3547700;SP;92,1
Santo André;2513851;PB;99,24
Santo André;3547809;SP;90,21
Santo Ângelo;4317509;RS;92,08
Santo Antônio;2411502;RN;99,56
Santo Antônio da Alegria;3547908;SP;104,37
Santo Antônio da Barra;5219712;GO;108,76
Santo Antônio da Patrulha;4317608;RS;97,77
Santo Antônio da Platina;4124103;PR;94,32
Santo Antônio das Missões;4317707;RS;100,08
Santo Antônio de Goiás;5219738;GO;94,83
Santo Antônio de Jesus;2928703;BA;87,47
Santo Antônio de Lisboa;2209401;PI;98,4
Santo Antônio de Pádua;3304706;RJ;94,12
Santo Antônio de Posse;3548005;SP;99,73
Santo Antônio do Amparo;3159902;MG;98,75
Santo Antônio do Aracanguá;3548054;SP;100,5
Santo Antônio do Aventureiro;3160009;MG;98,47
Santo Antônio do Caiuá;4124202;PR;94,92
Santo Antônio do Descoberto;5219753;GO;97,64
Santo Antônio do Grama;3160108;MG;98,82
Santo Antônio do Içá;1303700;AM;104,07
Santo Antônio do Itambé;3160207;MG;99,44
Santo Antônio do Jacinto;3160306;MG;102,37
Santo Antônio do Jardim;3548104;SP;101,18
Santo Antônio do Leste;5107792;MT;109,99
Santo Antônio do Leverger;5107800;MT;104,62
Santo Antônio do Monte;3160405;MG;97,73
Santo Antônio do Palma;4317558;RS;103,4
Santo Antônio do Paraíso;4124301;PR;94,24
Santo Antônio do Pinhal;3548203;SP;101,5
Santo Antônio do Planalto;4317756;RS;93,78
Santo Antônio do Retiro;3160454;MG;99,97
Santo Antônio do Rio Abaixo;3160504;MG;96,1
Santo Antônio do Sudoeste;4124400;PR;98,25
Santo Antônio do Tauá;1507003;PA;100,43
Santo Antônio dos Lopes;2110302;MA;99,11
Santo Antônio dos Milagres;2209450;PI;97,6
Santo Augusto;4317806;RS;96,25
Santo Cristo;4317905;RS;98,68
Santo Estêvão;2928802;BA;90,22
Santo Expedito;3548302;SP;94,81
Santo Expedito do Sul;4317954;RS;99,24
Santo Hipólito;3160603;MG;99,63
Santo Inácio;4124509;PR;98,94
Santo Inácio do Piauí;2209500;PI;101,66
Santópolis do Aguapeí;3548401;SP;96,92
Santos;3548500;SP;82,89
Santos Dumont;3160702;MG;92,52
São Benedito;2312304;CE;99,2
São Benedito do Rio Preto;2110401;MA;103,25
São Benedito do Sul;2612901;PE;97,72
São Bentinho;2513927;PB;97,22
São Bento;2110500;MA;92,71
São Bento;2513901;PB;93,14
São Bento Abade;3160801;MG;105,63
São Bento do Norte;2411601;RN;106,5
São Bento do Sapucaí;3548609;SP;98,37
São Bento do Sul;4215802;SC;97,52
São Bento do Tocantins;1720101;TO;108,56
São Bento do Trairí;2411700;RN;93,37
São Bento do Una;2613008;PE;97,21
São Bernardino;4215752;SC;107,58
São Bernardo;2110609;MA;99,67
São Bernardo do Campo;3548708;SP;90,59
São Bonifácio;4215901;SC;104,02
São Borja;4318002;RS;95,87
São Brás;2708204;AL;93,88
São Brás do Suaçuí;3160900;MG;95,54
São Braz do Piauí;2209559;PI;106,34
São Caetano de Odivelas;1507102;PA;103,42
São Caetano do Sul;3548807;SP;84,09
São Caitano;2613107;PE;94,63
São Carlos;3548906;SP;94,72
São Carlos;4216008;SC;98,61
São Carlos do Ivaí;4124608;PR;100,7
São Cristóvão;2806701;SE;95,59
São Cristóvão do Sul;4216057;SC;184,57
São Desidério;2928901;BA;105,78
São Domingos;2513968;PB;99,77
São Domingos;2806800;SE;94,7
São Domingos;2928950;BA;96,55
São Domingos;4216107;SC;98,45
São Domingos;5219803;GO;111,66
São Domingos das Dores;3160959;MG;100,79
São Domingos do Araguaia;1507151;PA;103,28
São Domingos do Azeitão;2110658;MA;102,07
São Domingos do Capim;1507201;PA;109,81
São Domingos do Cariri;2513943;PB;94,65
São Domingos do Maranhão;2110708;MA;99,71
São Domingos do Norte;3204658;ES;109,9
São Domingos do Prata;3161007;MG;96,12
São Domingos do Sul;4318051;RS;99,71
São Felipe;2929107;BA;95,33
São Felipe D'Oeste;1101484;RO;105,07
São Félix;2929008;BA;91,39
São Félix de Balsas;2110807;MA;105,99
São Félix de Minas;3161056;MG;101,01
São Félix do Araguaia;5107859;MT;116,69
São Félix do Coribe;2929057;BA;99,66
São Félix do Piauí;2209609;PI;99,44
São Félix do Tocantins;1720150;TO;106,84
São Félix do Xingu;1507300;PA;113,87
São Fernando;2411809;RN;100,11
São Fidélis;3304805;RJ;97,41
São Francisco;2513984;PB;99,43
São Francisco;2806909;SE;95,72
São Francisco;3161106;MG;101,4
São Francisco;3549003;SP;95,35
São Francisco de Assis;4318101;RS;97,69
São Francisco de Assis do Piauí;2209658;PI;103,95
São Francisco de Goiás;5219902;GO;102,99
São Francisco de Itabapoana;3304755;RJ;98,92
São Francisco de Paula;3161205;MG;100,68
São Francisco de Paula;4318200;RS;104,38
São Francisco de Sales;3161304;MG;105,52
São Francisco do Brejão;2110856;MA;100,69
São Francisco do Conde;2929206;BA;88,68
São Francisco do Glória;3161403;MG;104,17
São Francisco do Guaporé;1101492;RO;103,24
São Francisco do Maranhão;2110906;MA;102,79
São Francisco do Oeste;2411908;RN;97,86
São Francisco do Pará;1507409;PA;102,69
São Francisco do Piauí;2209708;PI;97,51
São Francisco do Sul;4216206;SC;98,31
São Gabriel;2929255;BA;103,21
São Gabriel;4318309;RS;93,05
São Gabriel da Cachoeira;1303809;AM;104,23
São Gabriel da Palha;3204708;ES;97,08
São Gabriel do Oeste;5007695;MS;100,41
São Geraldo;3161502;MG;98
São Geraldo da Piedade;3161601;MG;91,59
São Geraldo do Araguaia;1507458;PA;101,91
São Geraldo do Baixio;3161650;MG;94,25
São Gonçalo;3304904;RJ;88,67
São Gonçalo do Abaeté;3161700;MG;104,92
São Gonçalo do Amarante;2312403;CE;97,77
São Gonçalo do Amarante;2412005;RN;94,4
São Gonçalo do Gurguéia;2209757;PI;106,81
São Gonçalo do Pará;3161809;MG;100,85
São Gonçalo do Piauí;2209807;PI;99,79
São Gonçalo do Rio Abaixo;3161908;MG;95,48
São Gonçalo do Rio Preto;3125507;MG;93,37
São Gonçalo do Sapucaí;3162005;MG;98,81
São Gonçalo dos Campos;2929305;BA;89,41
São Gotardo;3162104;MG;100,98
São Jerônimo;4318408;RS;96,93
São Jerônimo da Serra;4124707;PR;106,13
São João;2613206;PE;95,96
São João;4124806;PR;96,95
São João Batista;2111003;MA;99,68
São João Batista;4216305;SC;97,84
São João Batista do Glória;3162203;MG;101
São João d'Aliança;5220009;GO;113,36
São João da Baliza;1400506;RR;114,95
São João da Barra;3305000;RJ;94,99
São João da Boa Vista;3549102;SP;92,47
São João da Canabrava;2209856;PI;96,94
São João da Fronteira;2209872;PI;97,28
São João da Lagoa;3162252;MG;107,93
São João da Mata;3162302;MG;105,36
São João da Paraúna;5220058;GO;97,33
São João da Ponta;1507466;PA;106,72
São João da Ponte;3162401;MG;106,12
São João da Serra;2209906;PI;98,38
São João da Urtiga;4318424;RS;100,58
São João da Varjota;2209955;PI;96,11
São João das Duas Pontes;3549201;SP;97,25
São João das Missões;3162450;MG;103,15
São João de Iracema;3549250;SP;98,71
São João de Meriti;3305109;RJ;89,75
São João de Pirabas;1507474;PA;106,25
São João del Rei;3162500;MG;92,91
São João do Araguaia;1507508;PA;114,37
São João do Arraial;2209971;PI;102,52
São João do Caiuá;4124905;PR;97,18
São João do Cariri;2514008;PB;95,65
São João do Carú;2111029;MA;103,81
São João do Itaperiú;4216354;SC;105,29
São João do Ivaí;4125001;PR;95,47
São João do Jaguaribe;2312502;CE;91,97
São João do Manhuaçu;3162559;MG;102,16
São João do Manteninha;3162575;MG;94,56
São João do Oeste;4216255;SC;101,63
São João do Oriente;3162609;MG;96,83
São João do Pacuí;3162658;MG;106,12
São João do Paraíso;2111052;MA;107,63
São João do Paraíso;3162708;MG;98,29
São João do Pau d'Alho;3549300;SP;98,41
São João do Piauí;2210003;PI;96,06
São João do Polêsine;4318432;RS;93,22
São João do Rio do Peixe;2500700;PB;98,3
São João do Sabugi;2412104;RN;93,38
São João do Soter;2111078;MA;98,81
São João do Sul;4216404;SC;101,49
São João do Tigre;2514107;PB;103,19
São João do Triunfo;4125100;PR;106,34
São João dos Patos;2111102;MA;93,8
São João Evangelista;3162807;MG;97,49
São João Nepomuceno;3162906;MG;91,83
São Joaquim;4216503;SC;102,6
São Joaquim da Barra;3549409;SP;93,98
São Joaquim de Bicas;3162922;MG;114,19
São Joaquim do Monte;2613305;PE;98,7
São Jorge;4318440;RS;100,55
São Jorge d'Oeste;4125209;PR;98,02
São Jorge do Ivaí;4125308;PR;97,18
São Jorge do Patrocínio;4125357;PR;100,18
São José;4216602;SC;91,16
São José da Barra;3162948;MG;102,05
São José da Bela Vista;3549508;SP;100,68
São José da Boa Vista;4125407;PR;104,95
São José da Coroa Grande;2613404;PE;91,39
São José da Lagoa Tapada;2514206;PB;97,67
São José da Laje;2708303;AL;94,5
São José da Lapa;3162955;MG;95,83
São José da Safira;3163003;MG;101,27
São José da Tapera;2708402;AL;97,27
São José da Varginha;3163102;MG;109,03
São José da Vitória;2929354;BA;101,55
São José das Missões;4318457;RS;102,57
São José das Palmeiras;4125456;PR;99,55
São José de Caiana;2514305;PB;102,49
São José de Espinharas;2514404;PB;106,53
São José de Mipibu;2412203;RN;96,75
São José de Piranhas;2514503;PB;100,35
São José de Princesa;2514552;PB;109,31
São José de Ribamar;2111201;MA;90,4
São José de Ubá;3305133;RJ;96,23
São José do Alegre;3163201;MG;103,9
São José do Barreiro;3549607;SP;100,05
São José do Belmonte;2613503;PE;96,7
São José do Bonfim;2514602;PB;97,44
São José do Brejo do Cruz;2514651;PB;99,41
São José do Calçado;3204807;ES;97,85
São José do Campestre;2412302;RN;97,22
São José do Cedro;4216701;SC;100,92
São José do Cerrito;4216800;SC;105,14
São José do Divino;2210052;PI;102,3
São José do Divino;3163300;MG;93,95
São José do Egito;2613602;PE;92,83
São José do Goiabal;3163409;MG;96,36
São José do Herval;4318465;RS;107,64
São José do Hortêncio;4318481;RS;102,78
São José do Inhacorá;4318499;RS;100,5
São José do Jacuípe;2929370;BA;97,92
São José do Jacuri;3163508;MG;102,12
São José do Mantimento;3163607;MG;99,93
São José do Norte;4318507;RS;100,92
São José do Ouro;4318606;RS;94,59
São José do Peixe;2210102;PI;99,46
São José do Piauí;2210201;PI;99,37
São José do Povo;5107297;MT;105,8
São José do Rio Claro;5107305;MT;103,06
São José do Rio Pardo;3549706;SP;93,07
São José do Rio Preto;3549805;SP;91,26
São José do Sabugi;2514701;PB;102,74
São José do Seridó;2412401;RN;98,17
São José do Sul;4318614;RS;98
São José do Vale do Rio Preto;3305158;RJ;97,27
São José do Xingu;5107354;MT;112,7
São José dos Ausentes;4318622;RS;108,08
São José dos Basílios;2111250;MA;103,36
São José dos Campos;3549904;SP;92,72
São José dos Cordeiros;2514800;PB;100,29
São José dos Pinhais;4125506;PR;95,42
São José dos Quatro Marcos;5107107;MT;98,23
São José dos Ramos;2514453;PB;102,16
São Julião;2210300;PI;96,45
São Leopoldo;4318705;RS;92,33
São Lourenço;3163706;MG;90,91
São Lourenço da Mata;2613701;PE;91,1
São Lourenço da Serra;3549953;SP;100,61
São Lourenço do Oeste;4216909;SC;98,22
São Lourenço do Piauí;2210359;PI;104,26
São Lourenço do Sul;4318804;RS;99,29
São Ludgero;4217006;SC;103,27
São Luís;2111300;MA;87,23
São Luís de Montes Belos;5220108;GO;92,94
São Luís do Curu;2312601;CE;93,42
São Luis do Piauí;2210375;PI;94,36
São Luís do Quitunde;2708501;AL;95,97
São Luís Gonzaga do Maranhão;2111409;MA;98,35
São Luiz;1400605;RR;113,7
São Luiz do Norte;5220157;GO;103,92
São Luiz do Paraitinga;3550001;SP;101,86
São Luiz Gonzaga;4318903;RS;94,06
São Mamede;2514909;PB;94,89
São Manoel do Paraná;4125555;PR;96,51
São Manuel;3550100;SP;96,02
São Marcos;4319000;RS;93,5
São Martinho;4217105;SC;105,74
São Martinho;4319109;RS;96,17
São Martinho da Serra;4319125;RS;107,85
São Mateus;3204906;ES;97,48
São Mateus do Maranhão;2111508;MA;97,11
São Mateus do Sul;4125605;PR;100,23
São Miguel;2412500;RN;93,86
São Miguel Arcanjo;3550209;SP;101,49
São Miguel da Baixa Grande;2210383;PI;98,86
São Miguel da Boa Vista;4217154;SC;106,61
São Miguel das Matas;2929404;BA;99,92
São Miguel das Missões;4319158;RS;107,53
São Miguel de Taipu;2515005;PB;98,54
São Miguel do Aleixo;2807006;SE;95,34
São Miguel do Anta;3163805;MG;103,08
São Miguel do Araguaia;5220207;GO;102,03
São Miguel do Fidalgo;2210391;PI;109,25
São Miguel do Gostoso;2412559;RN;103,32
São Miguel do Guamá;1507607;PA;98,01
São Miguel do Guaporé;1100320;RO;103,49
São Miguel do Iguaçu;4125704;PR;97,62
São Miguel do Oeste;4217204;SC;95,67
São Miguel do Passa Quatro;5220264;GO;103,28
São Miguel do Tapuio;2210409;PI;101,63
São Miguel do Tocantins;1720200;TO;100,5
São Miguel dos Campos;2708600;AL;90,23
São Miguel dos Milagres;2708709;AL;94,99
São Nicolau;4319208;RS;100,94
São Patrício;5220280;GO;97,88
São Paulo;3550308;SP;88,81
São Paulo das Missões;4319307;RS;100,76
São Paulo de Olivença;1303908;AM;105,88
São Paulo do Potengi;2412609;RN;94,6
São Pedro;2412708;RN;97,74
São Pedro;3550407;SP;94,12
São Pedro da Água Branca;2111532;MA;103,95
São Pedro da Aldeia;3305208;RJ;93,91
São Pedro da Cipa;5107404;MT;100,81
São Pedro da Serra;4319356;RS;102,4
São Pedro da União;3163904;MG;104,82
São Pedro das Missões;4319364;RS;99,43
São Pedro de Alcântara;4217253;SC;149,4
São Pedro do Butiá;4319372;RS;104,53
São Pedro do Iguaçu;4125753;PR;101,18
São Pedro do Ivaí;4125803;PR;96,87
São Pedro do Paraná;4125902;PR;101,59
São Pedro do Piauí;2210508;PI;96,89
São Pedro do Suaçuí;3164100;MG;98,33
São Pedro do Sul;4319406;RS;95,27
São Pedro do Turvo;3550506;SP;100,97
São Pedro dos Crentes;2111573;MA;111,44
São Pedro dos Ferros;3164001;MG;95,21
São Rafael;2412807;RN;103,35
São Raimundo das Mangabeiras;2111607;MA;103,82
São Raimundo do Doca Bezerra;2111631;MA;108,87
São Raimundo Nonato;2210607;PI;97,1
São Roberto;2111672;MA;104,78
São Romão;3164209;MG;104,38
São Roque;3550605;SP;95,21
São Roque de Minas;3164308;MG;104,74
São Roque do Canaã;3204955;ES;102,79
São Salvador do Tocantins;1720259;TO;105,6
São Sebastião;2708808;AL;96,55
São Sebastião;3550704;SP;95,63
São Sebastião da Amoreira;4126009;PR;93,87
São Sebastião da Bela Vista;3164407;MG;105,37
São Sebastião da Boa Vista;1507706;PA;108,24
São Sebastião da Grama;3550803;SP;99,33
São Sebastião da Vargem Alegre;3164431;MG;105,34
São Sebastião de Lagoa de Roça;2515104;PB;95,64
São Sebastião do Alto;3305307;RJ;97,2
São Sebastião do Anta;3164472;MG;98,65
São Sebastião do Caí;4319505;RS;95,17
São Sebastião do Maranhão;3164506;MG;107,77
São Sebastião do Oeste;3164605;MG;106,25
São Sebastião do Paraíso;3164704;MG;95,76
São Sebastião do Passé;2929503;BA;89,93
São Sebastião do Rio Preto;3164803;MG;90,18
São Sebastião do Rio Verde;3164902;MG;105,17
São Sebastião do Tocantins;1720309;TO;105,72
São Sebastião do Uatumã;1303957;AM;112,53
São Sebastião do Umbuzeiro;2515203;PB;103,92
São Sepé;4319604;RS;94,03
São Simão;3550902;SP;96,23
São Simão;5220405;GO;95,95
São Tiago;3165008;MG;102,02
São Tomás de Aquino;3165107;MG;100,65
São Tomé;2412906;RN;99,64
São Tomé;4126108;PR;99,47
São Tomé das Letras;3165206;MG;106,77
São Valentim;4319703;RS;101,86
São Valentim do Sul;4319711;RS;103,79
São Valério;1720499;TO;106,06
São Valério do Sul;4319737;RS;107,76
São Vendelino;4319752;RS;105,01
São Vicente;2413003;RN;98,99
São Vicente;3551009;SP;92,73
São Vicente de Minas;3165305;MG;96,31
São Vicente do Seridó;2515401;PB;100,1
São Vicente do Sul;4319802;RS;98,12
São Vicente Ferrer;2111706;MA;100,66
São Vicente Férrer;2613800;PE;95,95
Sapé;2515302;PB;95,37
Sapeaçu;2929602;BA;93,13
Sapezal;5107875;MT;111,67
Sapiranga;4319901;RS;94,87
Sapopema;4126207;PR;103,81
Sapucaí-Mirim;3165404;MG;105,97
Sapucaia;1507755;PA;103,09
Sapucaia;3305406;RJ;96,68
Sapucaia do Sul;4320008;RS;92,47
Saquarema;3305505;RJ;94,01
Sarandi;4126256;PR;95,87
Sarandi;4320107;RS;94,18
Sarapuí;3551108;SP;102,36
Sardoá;3165503;MG;99,3
Sarutaiá;3551207;SP;99,68
Sarzedo;3165537;MG;97,61
Sátiro Dias;2929701;BA;97,95
Satuba;2708907;AL;91,53
Satubinha;2111722;MA;106,39
Saubara;2929750;BA;90,25
Saudade do Iguaçu;4126272;PR;99,41
Saudades;4217303;SC;102,03
Saúde;2929800;BA;95,41
Schroeder;4217402;SC;100,27
Seabra;2929909;BA;95,07
Seara;4217501;SC;102,17
Sebastianópolis do Sul;3551306;SP;93,57
Sebastião Barros;2210623;PI;111,91
Sebastião Laranjeiras;2930006;BA;102,07
Sebastião Leal;2210631;PI;107,08
Seberi;4320206;RS;95,77
Sede Nova;4320230;RS;103
Segredo;4320263;RS;106,42
Selbach;4320305;RS;97,18
Selvíria;5007802;MS;103,96
Sem-Peixe;3165560;MG;94,48
Sena Madureira;1200500;AC;107,76
Senador Alexandre Costa;2111748;MA;100,93
Senador Amaral;3165578;MG;107
Senador Canedo;5220454;GO;98,57
Senador Cortes;3165602;MG;101,08
Senador Elói de Souza;2413102;RN;101,93
Senador Firmino;3165701;MG;101,04
Senador Georgino Avelino;2413201;RN;98,58
Senador Guiomard;1200450;AC;106,01
Senador José Bento;3165800;MG;110,81
Senador José Porfírio;1507805;PA;117,47
Senador La Rocque;2111763;MA;97,47
Senador Modestino Gonçalves;3165909;MG;100,5
Senador Pompeu;2312700;CE;95,33
Senador Rui Palmeira;2708956;AL;97,83
Senador Sá;2312809;CE;100,17
Senador Salgado Filho;4320321;RS;99,18
Sengés;4126306;PR;103,1
Senhor do Bonfim;2930105;BA;91,57
Senhora de Oliveira;3166006;MG;96,24
Senhora do Porto;3166105;MG;99,29
Senhora dos Remédios;3166204;MG;101,51
Sentinela do Sul;4320354;RS;108,57
Sento Sé;2930204;BA;106,52
Serafina Corrêa;4320404;RS;96,49
Sericita;3166303;MG;106,15
Seringueiras;1101500;RO;105,16
Sério;4320453;RS;106,27
Seritinga;3166402;MG;98,36
Seropédica;3305554;RJ;93,13
Serra;3205002;ES;93,38
Serra Alta;4217550;SC;99,46
Serra Azul;3551405;SP;178,54
Serra Azul de Minas;3166501;MG;96,07
Serra Branca;2515500;PB;96
Serra Caiada;2410306;RN;100,89
Serra da Raiz;2515609;PB;96,82
Serra da Saudade;3166600;MG;109,3
Serra de São Bento;2413300;RN;97,88
Serra do Mel;2413359;RN;102,87
Serra do Navio;1600055;AP;106,86
Serra do Ramalho;2930154;BA;103,11
Serra do Salitre;3166808;MG;101,11
Serra dos Aimorés;3166709;MG;95,5
Serra Dourada;2930303;BA;105,17
Serra Grande;2515708;PB;95,48
Serra Negra;3551603;SP;93,14
Serra Negra do Norte;2413409;RN;100,71
Serra Nova Dourada;5107883;MT;114,29
Serra Preta;2930402;BA;93,44
Serra Redonda;2515807;PB;94,7
Serra Talhada;2613909;PE;89,95
Serrana;3551504;SP;96,65
Serrania;3166907;MG;100,24
Serrano do Maranhão;2111789;MA;109,53
Serranópolis;5220504;GO;107,74
Serranópolis de Minas;3166956;MG;99,41
Serranópolis do Iguaçu;4126355;PR;96,97
Serranos;3167004;MG;100
Serraria;2515906;PB;96,26
Serrinha;2413508;RN;103,67
Serrinha;2930501;BA;91,68
Serrinha dos Pintos;2413557;RN;100,73
Serrita;2614006;PE;100,43
Serro;3167103;MG;100,11
Serrolândia;2930600;BA;95,33
Sertaneja;4126405;PR;98,45
Sertânia;2614105;PE;95,7
Sertanópolis;4126504;PR;94,77
Sertão;4320503;RS;95,66
Sertão Santana;4320552;RS;103,44
Sertãozinho;2515930;PB;94,38
Sertãozinho;3551702;SP;94,33
Sete Barras;3551801;SP;103,26
Sete de Setembro;4320578;RS;101,1
Sete Lagoas;3167202;MG;92,06
Sete Quedas;5007703;MS;98,81
Setubinha;3165552;MG;98,38
Severiano de Almeida;4320602;RS;102,86
Severiano Melo;2413607;RN;99,24
Severínia;3551900;SP;105,09
Siderópolis;4217600;SC;97,64
Sidrolândia;5007901;MS;101,36
Sigefredo Pacheco;2210656;PI;108
Silva Jardim;3305604;RJ;97,52
Silvânia;5220603;GO;102,69
Silvanópolis;1720655;TO;102,86
Silveira Martins;4320651;RS;101,59
Silveirânia;3167301;MG;103,24
Silveiras;3552007;SP;99,42
Silves;1304005;AM;110,01
Silvianópolis;3167400;MG;104,47
Simão Dias;2807105;SE;93,72
Simão Pereira;3167509;MG;98,99
Simões;2210706;PI;99,83
Simões Filho;2930709;BA;90,45
Simolândia;5220686;GO;101,05
Simonésia;3167608;MG;104,58
Simplício Mendes;2210805;PI;100,93
Sinimbu;4320677;RS;109,94
Sinop;5107909;MT;101,88
Siqueira Campos;4126603;PR;99,15
Sirinhaém;2614204;PE;97,23
Siriri;2807204;SE;96,39
Sítio d'Abadia;5220702;GO;115,38
Sítio do Mato;2930758;BA;105,68
Sítio do Quinto;2930766;BA;102,98
Sítio Novo;2111805;MA;109,96
Sítio Novo;2413706;RN;101,91
Sítio Novo do Tocantins;1720804;TO;101,98
Sobradinho;2930774;BA;95,96
Sobradinho;4320701;RS;94,24
Sobrado;2515971;PB;96,52
Sobral;2312908;CE;93,17
Sobrália;3167707;MG;99,57
Socorro;3552106;SP;96,42
Socorro do Piauí;2210904;PI;102,39
Solânea;2516003;PB;92,62
Soledade;2516102;PB;98,32
Soledade;4320800;RS;94,87
Soledade de Minas;3167806;MG;96,81
Solidão;2614402;PE;103,99
Solonópole;2313005;CE;101,01
Sombrio;4217709;SC;94,81
Sonora;5007935;MS;105,17
Sooretama;3205010;ES;100,64
Sorocaba;3552205;SP;93,47
Sorriso;5107925;MT;103
Sossêgo;2516151;PB;98,75
Soure;1507904;PA;97,36
Sousa;2516201;PB;93,14
Souto Soares;2930808;BA;99,63
Sucupira;1720853;TO;109,15
Sucupira do Norte;2111904;MA;105,58
Sucupira do Riachão;2111953;MA;103,8
Sud Mennucci;3552304;SP;98,84
Sul Brasil;4217758;SC;103,59
Sulina;4126652;PR;105,37
Sumaré;3552403;SP;95,56
Sumé;2516300;PB;95,62
Sumidouro;3305703;RJ;103,7
Surubim;2614501;PE;91,46
Sussuapara;2210938;PI;99,04
Suzanápolis;3552551;SP;101,66
Suzano;3552502;SP;93,55
Tabaí;4320859;RS;98,8
Tabaporã;5107941;MT;106
Tabapuã;3552601;SP;97,23
Tabatinga;1304062;AM;99,69
Tabatinga;3552700;SP;97,5
Tabira;2614600;PE;95,46
Taboão da Serra;3552809;SP;90,2
Tabocão;1708254;TO;100,64
Tabocas do Brejo Velho;2930907;BA;106,39
Taboleiro Grande;2413805;RN;95,48
Tabuleiro;3167905;MG;98,91
Tabuleiro do Norte;2313104;CE;90,97
Tacaimbó;2614709;PE;107,18
Tacaratu;2614808;PE;101,23
Taciba;3552908;SP;96,98
Tacima;2516409;PB;99,75
Tacuru;5007950;MS;107,53
Taguaí;3553005;SP;98,14
Taguatinga;1720903;TO;105,17
Taiaçu;3553104;SP;102,68
Tailândia;1507953;PA;101,8
Taió;4217808;SC;100,15
Taiobeiras;3168002;MG;95,37
Taipas do Tocantins;1720937;TO;110,96
Taipu;2413904;RN;102,41
Taiúva;3553203;SP;128,63
Talismã;1720978;TO;107,78
Tamandaré;2614857;PE;94,99
Tamarana;4126678;PR;100,58
Tambaú;3553302;SP;96,35
Tamboara;4126702;PR;95,2
Tamboril;2313203;CE;99,03
Tamboril do Piauí;2210953;PI;105,22
Tanabi;3553401;SP;96,8
Tangará;2414001;RN;96,84
Tangará;4217907;SC;103,78
Tangará da Serra;5107958;MT;98,53
Tanguá;3305752;RJ;94,88
Tanhaçu;2931004;BA;100,63
Tanque d'Arca;2709004;AL;93,01
Tanque do Piauí;2210979;PI;95,28
Tanque Novo;2931053;BA;99,3
Tanquinho;2931103;BA;94,48
Taparuba;3168051;MG;100,65
Tapauá;1304104;AM;109,7
Tapejara;4126801;PR;96,59
Tapejara;4320909;RS;93,45
Tapera;4321006;RS;95,93
Taperoá;2516508;PB;96,29
Taperoá;2931202;BA;99,36
Tapes;4321105;RS;93,43
Tapira;3168101;MG;107,04
Tapira;4126900;PR;98,1
Tapiraí;3168200;MG;112,58
Tapiraí;3553500;SP;100,9
Tapiramutá;2931301;BA;98,39
Tapiratiba;3553609;SP;93,99
Tapurah;5108006;MT;108,56
Taquara;4321204;RS;94,25
Taquaraçu de Minas;3168309;MG;109,63
Taquaral;3553658;SP;98,86
Taquaral de Goiás;5221007;GO;96,1
Taquarana;2709103;AL;93
Taquari;4321303;RS;93,99
Taquaritinga;3553708;SP;94,56
Taquaritinga do Norte;2615003;PE;95,54
Taquarituba;3553807;SP;107,29
Taquarivaí;3553856;SP;103,49
Taquaruçu do Sul;4321329;RS;101,62
Taquarussu;5007976;MS;100,94
Tarabai;3553906;SP;96,45
Tarauacá;1200609;AC;110,33
Tarrafas;2313252;CE;98,71
Tartarugalzinho;1600709;AP;110,28
Tarumã;3553955;SP;98,88
Tarumirim;3168408;MG;97,52
Tasso Fragoso;2112001;MA;105,95
Tatuí;3554003;SP;95,3
Tauá;2313302;CE;95,84
Taubaté;3554102;SP;92,84
Tavares;2516607;PB;98,1
Tavares;4321352;RS;101,86
Tefé;1304203;AM;104,88
Teixeira;2516706;PB;94,17
Teixeira de Freitas;2931350;BA;93,08
Teixeira Soares;4127007;PR;103,26
